account_id,token_address,token_symbol,token_decimals,balance,derivedETH,formattedBalances
0x0235a7ae51301c3cb19493d7e37f9efdd7c5c3bb,0x4200000000000000000000000000000000000006,WETH,18,2938061841488396,1,0.002938061841488396
0x0235a7ae51301c3cb19493d7e37f9efdd7c5c3bb,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0x02d27d55f24365f10e1a93a48009dff3035ea7dd,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0x02d27d55f24365f10e1a93a48009dff3035ea7dd,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,17334370,0.0002226612766283416184012613690822125,17.33437
0x02e25f864bf3f22202acce5db21c6f1731146012,0x4200000000000000000000000000000000000006,WETH,18,0,1,0
0x02e25f864bf3f22202acce5db21c6f1731146012,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,130099536,0.0002226612766283416184012613690822125,130.099536
0x02e25f864bf3f22202acce5db21c6f1731146012,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0x04dc7f3e8199f4e5386a354e81dedd41becabe7f,0x4200000000000000000000000000000000000006,WETH,18,10776626366583364,1,0.010776626366583364
0x04dc7f3e8199f4e5386a354e81dedd41becabe7f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0x05e774a23c386a6a092d40b2a7008e8502f34993,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0x05e774a23c386a6a092d40b2a7008e8502f34993,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0x05f30ae6611d679298b60d2eb413ebeb15708dd6,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,0,0.0002226612766283416184012613690822125,0
0x05f30ae6611d679298b60d2eb413ebeb15708dd6,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,0,25.01726755783940100504806113013572,0
0x067cadb45bb1867392f3dd7414728e3f83293f98,0x4200000000000000000000000000000000000006,WETH,18,-23915189545998844,1,-0.023915189545998844
